coach_id,coach_url,short_name,long_name,dob,nationality_name,coach_face_url,nation_flag_url
19960383,/coach/19960383/ralf-rangnick/,R. Rangnick,Ralf Rangnick,1958-06-29,Germany,https://cdn.sportmonks.com/images/soccer/players/31/19960383.png,https://cdn.sofifa.net/flags/de.png
19960388,/coach/19960388/andoni-iraola-sagarna/,A. Iraola,Andoni Iraola Sagarna,1982-06-22,Spain,https://cdn.sportmonks.com/images//soccer/coaches/4/19960388.png,https://cdn.sofifa.net/flags/es.png
19979675,/coach/19979675/holger-seitz/,H. Seitz,Holger Seitz,1974-10-09,Germany,,https://cdn.sofifa.net/flags/de.png
19980296,/coach/19980296/alain-geiger/,A. Geiger,Alain Geiger,1960-11-05,Switzerland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ch.png
19980368,/coach/19980368/mikael-bengtsson/,M. Bengtsson,Mikael Bengtsson,,Sweden,,https://cdn.sofifa.net/flags/se.png
19996749,/coach/19996749/michal-bilek/,M. Bílek,Michal Bílek,1965-04-13,Czech Republic,https://cdn.sportmonks.com/images/soccer/players/13/19996749.png,https://cdn.sofifa.net/flags/cz.png
20315948,/coach/20315948/kamil-socha/,K. Socha,Kamil Socha,1971-02-01,Poland,,https://cdn.sofifa.net/flags/pl.png
20326070,/coach/20326070/robin-fraser/,R. Fraser,Robin Fraser,1966-12-17,United States,https://cdn.sportmonks.com/images//soccer/coaches/22/20326070.png,https://cdn.sofifa.net/flags/us.png
20691920,/coach/20691920/daniel-berlinski/,D. Berlinski,Daniel Berlinski,1986-02-12,Germany,,https://cdn.sofifa.net/flags/de.png
20693356,/coach/20693356/bartosch-gaul/,B. Gaul,Bartosch Gaul,1987-11-30,Germany,,https://cdn.sofifa.net/flags/de.png
20693361,/coach/20693361/patrick-glockner/,P. Glöckner,Patrick Glöckner,1976-11-18,Germany,,https://cdn.sofifa.net/flags/de.png
20693394,/coach/20693394/andre-meyer/,A. Meyer,André Meyer,1984-06-05,Germany,,https://cdn.sofifa.net/flags/de.png
20693423,/coach/20693423/ole-werner/,O. Werner,Ole Werner,,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
20693917,/coach/20693917/fernando-manuel-de-jesus-santos/,F. de Jesus Santos,Fernando Manuel de Jesus Santos,1973-03-17,Portugal,,https://cdn.sofifa.net/flags/pt.png
20694532,/coach/20694532/paulo-sergio-bento-brito/,P. Bento Brito,Paulo Sérgio Bento Brito,1968-02-19,Portugal,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pt.png
20708358,/coach/20708358/baldomero-hermoso-herrera/,B. Hermoso Herrera,Baldomero Hermoso Herrera,1975-03-15,Spain,,https://cdn.sofifa.net/flags/es.png
21054920,/coach/21054920/joao-batista-donizete-dressler-burse/,J. Batista Donizete Dressler Burse,João Batista Donizete Dressler Burse,1982-06-10,Brazil,,https://cdn.sofifa.net/flags/br.png
21072678,/coach/21072678/hernan-perez-cuesta/,H. Pérez Cuesta,Hernán Pérez Cuesta,1981-10-02,Spain,,https://cdn.sofifa.net/flags/es.png
21404414,/coach/21404414/mario-daniel-saralegui-iriarte/,M. Saralegui Iriarte,Mario Daniel Saralegui Iriarte,1959-04-24,Uruguay,https://cdn.sportmonks.com/images/soccer/players/30/21404414.png,https://cdn.sofifa.net/flags/uy.png
21412795,/coach/21412795/bruno-miguel-silva-do-nascimento/,B. Nascimento,Bruno Miguel Silva do Nascimento,1976-05-12,Portugal,https://cdn.sportmonks.com/images//soccer/coaches/27/21412795.png,https://cdn.sofifa.net/flags/pt.png
22126528,/coach/22126528/alejandro-martin-capuccio-diaz/,A. Capuccio Díaz,Alejandro Martín Capuccio Díaz,1976-02-07,Uruguay,,https://cdn.sofifa.net/flags/uy.png
22136573,/coach/22136573/russell-milton/,R. Milton,Russell Milton,1969-01-12,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
22158402,/coach/22158402/joseph-oosting/,J. Oosting,Joseph Oosting,1973-01-29,Netherlands,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/nl.png
22158887,/coach/22158887/alberto-illanes/,A. Illanes,Alberto Illanes,,Bolivia,,https://cdn.sofifa.net/flags/bo.png
22504273,/coach/22504273/carles-cuadrat/,C. Cuadrat,Carles Cuadrat,1968-10-28,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
22536116,/coach/22536116/byung-geun-lee/,B. Lee,Byung-Geun Lee,1973-04-28,Korea Republic,https://cdn.sportmonks.com/images/soccer/players/20/22536116.png,https://cdn.sofifa.net/flags/kr.png
22859431,/coach/22859431/german-crespo-sanchez/,G. Crespo Sánchez,Germán Crespo Sánchez,1975-11-19,Spain,,https://cdn.sofifa.net/flags/es.png
22877956,/coach/22877956/gabriele-cioffi/,G. Cioffi,Gabriele Cioffi,1975-09-30,Italy,,https://cdn.sofifa.net/flags/it.png
23269910,/coach/23269910/constantin-schumacher/,C. Schumacher,Constantin Schumacher,1976-05-08,Romania,,https://cdn.sofifa.net/flags/ro.png
23302395,/coach/23302395/thomas-veart/,T. Veart,Thomas Veart,,Australia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/au.png
23386218,/coach/23386218/alvaro-adriano-teixeira-pacheco/,Á. Pacheco,Álvaro Adriano Teixeira Pacheco,1971-06-25,Portugal,https://cdn.sportmonks.com/images/soccer/players/10/23386218.png,https://cdn.sofifa.net/flags/pt.png
23637730,/coach/23637730/luis-marin-camacho/,L. Marín Camacho,Luis Marín Camacho,1977-02-05,Bolivia,,https://cdn.sofifa.net/flags/bo.png
23738838,/coach/23738838/marcin-prasol/,M. Prasoł,Marcin Prasoł,1980-10-12,Poland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pl.png
24065134,/coach/24065134/erik-hamren/,E. Hamrén,Erik Hamrén,1957-06-27,Sweden,https://cdn.sportmonks.com/images/soccer/players/14/24065134.png,https://cdn.sofifa.net/flags/se.png
24073443,/coach/24073443/gerhard-kleppinger/,G. Kleppinger,Gerhard Kleppinger,1958-03-01,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
24427744,/coach/24427744/thomas-frank/,T. Frank,Thomas Frank,1973-10-09,Denmark,https://cdn.sportmonks.com/images/soccer/players/0/24427744.png,https://cdn.sofifa.net/flags/dk.png
24445026,/coach/24445026/pericles-raimundo-oliveira-chamusca/,P. Oliveira Chamusca,Péricles Raimundo Oliveira Chamusca,1965-09-29,Brazil,,https://cdn.sofifa.net/flags/br.png
24818817,/coach/24818817/filipe-andre-paula-da-rocha/,F. Paula da Rocha,Filipe André Paula da Rocha,1972-05-19,Portugal,,https://cdn.sofifa.net/flags/pt.png
25187743,/coach/25187743/liam-manning/,L. Manning,Liam Manning,1985-08-20,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
25217592,/coach/25217592/fernando-maximiliano-diaz-seguel/,F. Díaz Seguel,Fernando Maximiliano Díaz Seguel,1961-12-27,Chile,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/cl.png
25567014,/coach/25567014/cristiano-bergodi/,C. Bergodi,Cristiano Bergodi,1964-10-14,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
25583713,/coach/25583713/hakan-keles/,H. Keleş,Hakan Keleş,1972-01-08,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
25931173,/coach/25931173/francisco-meneghini/,F. Meneghini,Francisco Meneghini,,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
26328630,/coach/26328630/miron-muslic/,M. Muslić,Miron Muslić,1982-09-14,Austria,,https://cdn.sofifa.net/flags/at.png
26669978,/coach/26669978/roberto-patzold/,R. Pätzold,Roberto Pätzold,1980-07-17,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
27048405,/coach/27048405/mark-bonner/,M. Bonner,Mark Bonner,,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
27057544,/coach/27057544/alexis-enrique-garcia-vega/,A. García Vega,Alexis Enrique García Vega,1960-07-21,Colombia,,https://cdn.sofifa.net/flags/co.png
27440829,/coach/27440829/jacob-friis/,J. Friis,Jacob Friis,1976-12-11,Denmark,https://cdn.sportmonks.com/images/soccer/players/29/27440829.png,https://cdn.sofifa.net/flags/dk.png
27462686,/coach/27462686/oscar-pedro-cano-moreno/,Ó. Cano Moreno,Óscar Pedro Cano Moreno,1972-11-07,Spain,,https://cdn.sofifa.net/flags/es.png
27814431,/coach/27814431/rado-vidosic/,R. Vidošić,Rado Vidošić,1961-09-24,Australia,https://cdn.sportmonks.com/images/soccer/players/31/27814431.png,https://cdn.sofifa.net/flags/au.png
27831764,/coach/27831764/marco-balbul/,M. Balbul,Marco Balbul,1967-07-13,Israel,,https://cdn.sofifa.net/flags/il.png
28184231,/coach/28184231/peter-wild/,P. Wild,Peter Wild,,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
29303607,/coach/29303607/renato-manuel-alves-paiva/,R. Alves Paiva,Renato Manuel Alves Paiva,1970-03-22,Portugal,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pt.png
29336919,/coach/29336919/jorge-remigio-pautasso/,J. Pautasso,Jorge Remigio Pautasso,1962-02-03,Argentina,,https://cdn.sofifa.net/flags/ar.png
29720314,/coach/29720314/jose-riveiro/,J. Riveiro,Jose Riveiro,1975-09-15,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
29720398,/coach/29720398/danny-searle/,D. Searle,Danny Searle,,England,,https://cdn.sofifa.net/flags/gb-eng.png
30482247,/coach/30482247/ugur-balcioglu/,U. Balcıoğlu,Uğur Balcıoğlu,1972-02-01,Turkey,https://cdn.sportmonks.com/images/soccer/players/7/30482247.png,https://cdn.sofifa.net/flags/tr.png
30850931,/coach/30850931/declan-devine/,D. Devine,Declan Devine,1973-09-15,Northern Ireland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-nir.png
31238816,/coach/31238816/luchi-gonzalez/,L. Gonzalez,Luchi Gonzalez,1980-07-14,United States,https://cdn.sportmonks.com/images/soccer/players/0/31238816.png,https://cdn.sofifa.net/flags/us.png
31264237,/coach/31264237/daniel-oldra/,D. Oldrá,Daniel Oldrá,,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
31616447,/coach/31616447/manuel-alfredo-moquera-bastida/,M. Moquera Bastida,Manuel Alfredo Moquera Bastida,1968-08-10,Spain,https://cdn.sportmonks.com/images/soccer/players/31/31616447.png,https://cdn.sofifa.net/flags/es.png
32012784,/coach/32012784/onder-karaveli/,Ö. Karaveli,Önder Karaveli,1974-03-16,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
32013107,/coach/32013107/troy-lesesne/,T. Lesesne,Troy Lesesne,,United States,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/us.png
32031640,/coach/32031640/ole-tobiasen/,O. Tobiasen,Ole Tobiasen,1975-07-08,Denmark,https://cdn.sportmonks.com/images/soccer/players/24/32031640.png,https://cdn.sofifa.net/flags/dk.png
32396043,/coach/32396043/erling-moe/,E. Moe,Erling Moe,,Norway,https://cdn.sportmonks.com/images/soccer/players/11/32396043.png,https://cdn.sofifa.net/flags/no.png
32405384,/coach/32405384/alen-stajcic/,A. Stajcic,Alen Stajcic,1973-11-02,Australia,https://cdn.sportmonks.com/images/soccer/players/8/32405384.png,https://cdn.sofifa.net/flags/au.png
32405547,/coach/32405547/diego-martinez-ruiz/,D. Martínez Ruiz,Diego Martínez Ruiz,1984-02-04,Spain,https://cdn.sportmonks.com/images/soccer/players/11/32405547.png,https://cdn.sofifa.net/flags/es.png
32431130,/coach/32431130/nick-cushing/,N. Cushing,Nick Cushing,,England,,https://cdn.sofifa.net/flags/gb-eng.png
32551353,/coach/32551353/youssef-anbar/,Y. Anbar,Youssef Anbar,,Saudi Arabia,,https://cdn.sofifa.net/flags/sa.png
33203634,/coach/33203634/matthias-kohler/,M. Kohler,Matthias Kohler,1991-06-09,Germany,https://cdn.sportmonks.com/images/soccer/players/18/33203634.png,https://cdn.sofifa.net/flags/de.png
33587121,/coach/33587121/sindre-tjelmeland/,S. Tjelmeland,Sindre Tjelmeland,1989-09-13,Norway,,https://cdn.sofifa.net/flags/no.png
33968968,/coach/33968968/johnny-jansen/,J. Jansen,Johnny Jansen,1975-03-02,Netherlands,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/nl.png
33980182,/coach/33980182/sergey-zhukov/,S. Zhukov,Sergey Zhukov,1967-05-08,Russia,https://cdn.sportmonks.com/images/soccer/players/22/33980182.png,https://cdn.sofifa.net/flags/ru.png
34367117,/coach/34367117/eduardo-de-souza-barroca/,E. de Souza Barroca,Eduardo de Souza Barroca,1982-04-22,Brazil,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/br.png
34455285,/coach/34455285/michal-hornak/,M. Horňák,Michal Horňák,1970-04-28,Czech Republic,https://cdn.sportmonks.com/images/soccer/players/21/34455285.png,https://cdn.sofifa.net/flags/cz.png
34455769,/coach/34455769/matt-gray/,M. Gray,Matt Gray,1981-11-02,England,https://cdn.sportmonks.com/images/soccer/players/25/34455769.png,https://cdn.sofifa.net/flags/gb-eng.png
34492065,/coach/34492065/ruben-dario-insua/,R. Insúa,Rubén Darío Insúa,1961-04-17,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
34874032,/coach/34874032/jose-jeunechamps/,J. Jeunechamps,José Jeunechamps,1967-05-02,Belgium,https://cdn.sportmonks.com/images/soccer/players/16/34874032.png,https://cdn.sofifa.net/flags/be.png
35279764,/coach/35279764/dominik-thalhammer/,D. Thalhammer,Dominik Thalhammer,1970-10-02,Austria,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/at.png
35305804,/coach/35305804/flemming-pedersen/,F. Pedersen,Flemming Pedersen,1947-09-02,Denmark,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/dk.png
36083600,/coach/36083600/miguel-angel-ramirez/,M. Ramírez,Miguel Ángel Ramírez,,Spain,https://cdn.sportmonks.com/images/soccer/coaches/16/36083600.png,https://cdn.sofifa.net/flags/es.png
36084458,/coach/36084458/alejandro-restrepo-mazo/,A. Restrepo Mazo,Alejandro Restrepo Mazo,1982-01-30,Colombia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/co.png
36884109,/coach/36884109/svetozar-sapuric/,S. Šapurić,Svetozar Šapurić,1960-04-28,Serbia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/rs.png
37250724,/coach/37250724/steve-cooper/,S. Cooper,Steve Cooper,1979-12-10,Wales,https://cdn.sportmonks.com/images//soccer/coaches/4/37250724.png,https://cdn.sofifa.net/flags/gb-wls.png
37253370,/coach/37253370/franz-ponweiser/,F. Ponweiser,Franz Ponweiser,1975-09-15,Austria,,https://cdn.sofifa.net/flags/at.png
37253380,/coach/37253380/mao-chen/,M. Chen,Mao Chen,,China PR,,https://cdn.sofifa.net/flags/cn.png
37257614,/coach/37257614/wim-jonk/,W. Jonk,Wim Jonk,1966-10-12,Netherlands,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/nl.png
37257773,/coach/37257773/joao-pedro-borges-de-sousa/,J. Borges de Sousa,João Pedro Borges de Sousa,1971-08-04,Portugal,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/pt.png
37260565,/coach/37260565/eduardo-docampo/,E. Docampo,Eduardo Docampo,1974-05-26,Spain,,https://cdn.sofifa.net/flags/es.png
37262404,/coach/37262404/janusz-niedzwiedz/,J. Niedźwiedź,Janusz Niedźwiedź,1982-01-23,Poland,,https://cdn.sofifa.net/flags/pl.png
37262790,/coach/37262790/alberto-aguila-lalana/,A. Aguilà Lalana,Alberto Aguilà Lalana,,Spain,,https://cdn.sofifa.net/flags/es.png
37266144,/coach/37266144/daniel-poyatos-algaba/,D. Algaba,Daniel Poyatos Algaba,,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
37287279,/coach/37287279/kresimir-rezic/,K. Režić,Krešimir Režić,1981-10-13,Croatia,,https://cdn.sofifa.net/flags/hr.png
37296110,/coach/37296110/nebojsa-vucicevic/,N. Vučićević,Nebojša Vučićević,1962-06-29,Serbia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/rs.png
37297706,/coach/37297706/oscar-garcia-rodriguez/,O. Garcia Rodriguez,Oscar Garcia Rodriguez,,Spain,,https://cdn.sofifa.net/flags/es.png
37315628,/coach/37315628/lucas-palavro-zanella/,L. Palavro Zanella,Lucas Palavro Zanella,,Brazil,,https://cdn.sofifa.net/flags/br.png
37324872,/coach/37324872/jose-arastey-eres/,J. Arastey Eres,José Arastey Eres,1966-06-30,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
37324873,/coach/37324873/henry-antonio-melendez-sanchez/,H. Meléndez Sanchez,Henry Antonio Meléndez Sanchez,1984-07-02,Venezuela,,https://cdn.sofifa.net/flags/ve.png
37326181,/coach/37326181/rodolfo-de-paoli/,R. De Paoli,Rodolfo De Paoli,1978-10-26,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
37331562,/coach/37331562/xueyu-liu/,X. Liu,Xueyu Liu,1962-08-03,China PR,,https://cdn.sofifa.net/flags/cn.png
37331744,/coach/37331744/gerald-baticle/,G. Baticle,Gérald Baticle,1969-09-10,France,https://cdn.sportmonks.com/images//soccer/coaches/0/37331744.png,https://cdn.sofifa.net/flags/fr.png
37336557,/coach/37336557/neil-wood/,N. Wood,Neil Wood,1983-01-04,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
37336957,/coach/37336957/frank-kramer/,F. Kramer,Frank Kramer,1972-05-03,Germany,https://cdn.sportmonks.com/images//soccer/coaches/29/37336957.png,https://cdn.sofifa.net/flags/de.png
37337215,/coach/37337215/rik-demil/,R. Demil,Rik Demil,,Belgium,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/be.png
37351217,/coach/37351217/luca-gotti/,L. Gotti,Luca Gotti,1967-09-13,Italy,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/it.png
37352367,/coach/37352367/hans-dieter-flick/,H. Flick,Hans-Dieter Flick,1965-02-24,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
37354677,/coach/37354677/luis-de-la-fuente-castillo/,L. De la Fuente Castillo,Luis De la Fuente Castillo,1961-06-21,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
37354684,/coach/37354684/paul-simpson/,P. Simpson,Paul Simpson,1966-07-26,England,,https://cdn.sofifa.net/flags/gb-eng.png
37354876,/coach/37354876/albert-capellas-herms/,A. Herms,Albert Capellas Herms,1967-10-01,Spain,,https://cdn.sofifa.net/flags/es.png
37356457,/coach/37356457/giancarlo-italiano/,G. Italiano,Giancarlo Italiano,,Australia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/au.png
37376822,/coach/37376822/david-horseman/,D. Horseman,David Horseman,,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
37384310,/coach/37384310/juan-jose-maqueda/,J. Maqueda,Juan José Maqueda,1969-01-23,Spain,,https://cdn.sofifa.net/flags/es.png
37386304,/coach/37386304/ben-garner/,B. Garner,Ben Garner,1980-05-19,England,,https://cdn.sofifa.net/flags/gb-eng.png
37404937,/coach/37404937/conor-nestor/,C. Nestor,Conor Nestor,,Republic of Ireland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ie.png
37410430,/coach/37410430/juan-pedro-benali/,J. Benali,Juan Pedro Benali,1969-03-25,Spain,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/es.png
37428016,/coach/37428016/necdet-emre-ozbayer/,N. Özbayer,Necdet Emre Özbayer,1976-10-15,Turkey,,https://cdn.sofifa.net/flags/tr.png
37429198,/coach/37429198/albert-puig-ortoneda/,Albert Puig,Albert Puig Ortoneda,1968-04-15,Spain,,https://cdn.sofifa.net/flags/es.png
37430188,/coach/37430188/pal-arne-johansen/,P. Johansen,Pal Arne Johansen,1977-02-16,Norway,,https://cdn.sofifa.net/flags/no.png
37430442,/coach/37430442/kenny-bundy/,K. Bundy,Kenny Bundy,1981-03-09,United States,,https://cdn.sofifa.net/flags/us.png
37430718,/coach/37430718/jon-brady/,J. Brady,Jon Brady,1975-01-14,Australia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/au.png
37438919,/coach/37438919/laurent-blanc/,L. Blanc,Laurent Blanc,1965-11-19,France,,https://cdn.sofifa.net/flags/fr.png
37438949,/coach/37438949/paul-ince/,P. Ince,Paul Ince,1967-10-21,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
37444175,/coach/37444175/hans-jurgen-boysen/,H. Boysen,Hans-Jürgen Boysen,1957-05-30,Germany,,https://cdn.sofifa.net/flags/de.png
37453069,/coach/37453069/richard-beale/,R. Beale,Richard Beale,,England,,https://cdn.sofifa.net/flags/gb-eng.png
37457571,/coach/37457571/jan-frode-nornes/,J. Nornes,Jan Frode Nornes,1973-01-08,Norway,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/no.png
37460590,/coach/37460590/clint-peay/,C. Peay,Clint Peay,,United States,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/us.png
37468473,/coach/37468473/ioan-ovidiu-sabau/,I. Sabău,Ioan Ovidiu Sabău,1968-02-12,Romania,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ro.png
37468495,/coach/37468495/hakki-tolunay-kafkas/,T. Kafkas,Hakkı Tolunay Kafkas,1968-03-31,Turkey,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/tr.png
37476493,/coach/37476493/do-kyun-kim/,Kim Do-Kyun,Do-Kyun Kim,1977-01-13,Korea Republic,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/kr.png
37486374,/coach/37486374/nick-green/,N. Green,Nick Green,,Australia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/au.png
37490282,/coach/37490282/carlos-humberto-paredes-monges/,C. Paredes,Carlos Humberto Paredes Monges,1976-07-16,Paraguay,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/py.png
37522422,/coach/37522422/artur-jorge-torres-gomes-araujo-amorim/,Artur Jorge,Artur Jorge Torres Gomes Araújo Amorim,1972-01-01,Portugal,,https://cdn.sofifa.net/flags/pt.png
37522906,/coach/37522906/ricardo-cadena-martinez/,R. Cadena Martínez,Ricardo Cadena Martínez,1969-10-23,Mexico,,https://cdn.sofifa.net/flags/mx.png
37523018,/coach/37523018/goran-miscevic/,G. Miscevic,Goran Miscevic,,Serbia,,https://cdn.sofifa.net/flags/rs.png
37523072,/coach/37523072/louis-van-gaal/,L. van Gaal,Louis van Gaal,1951-08-08,Netherlands,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/nl.png
37523318,/coach/37523318/ik-soo-ahn/,I. Ahn,Ik-Soo Ahn,1965-05-06,Korea Republic,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/kr.png
37523462,/coach/37523462/gustavo-daniel-tognarelli/,G. Tognarelli,Gustavo Daniel Tognarelli,1960-09-17,Argentina,,https://cdn.sofifa.net/flags/ar.png
37523585,/coach/37523585/otto-addo/,O. Addo,Otto Addo,1975-06-09,Germany,,https://cdn.sofifa.net/flags/de.png
37524040,/coach/37524040/freyr-alexandersson/,F. Alexandersson,Freyr Alexandersson,1982-11-18,Iceland,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/is.png
37524058,/coach/37524058/robert-stanton/,R. Stanton,Robert Stanton,1972-04-15,Australia,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/au.png
37524131,/coach/37524131/adem-caglayan/,A. Caglayan,Adem Caglayan,1981-11-19,Turkey,,https://cdn.sofifa.net/flags/tr.png
37524146,/coach/37524146/kieran-mckenna/,K. McKenna,Kieran McKenna,,England,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/gb-eng.png
37524250,/coach/37524250/thomas-worle/,T. Wörle,Thomas Wörle,1982-02-11,Germany,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/de.png
37524256,/coach/37524256/mario-fernando-magalhaes-da-silva/,M. Magalhães,Mário Fernando Magalhães da Silva,1977-04-24,Portugal,,https://cdn.sofifa.net/flags/pt.png
37524364,/coach/37524364/hakon-wibe-lund/,H. Wibe-Lund,Håkon Wibe-Lund,1980-09-05,Norway,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/no.png
37524380,/coach/37524380/mifflin-bermudez-tucto/,M. Bermúdez Tucto,Mifflin Bermúdez Tucto,1968-02-04,Peru,,https://cdn.sofifa.net/flags/pe.png
37524407,/coach/37524407/des-buckingham/,D. Buckingham,Des Buckingham,,England,,https://cdn.sofifa.net/flags/gb-eng.png
37524603,/coach/37524603/stephane-gilli/,S. Gilli,Stéphane Gilli,1974-04-30,France,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/fr.png
37524893,/coach/37524893/kees-van-wonderen/,K. van Wonderen,Kees van Wonderen,1969-01-04,Netherlands,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/nl.png
37526382,/coach/37526382/anton-petrea/,A. Petrea,Anton Petrea,1975-03-09,Romania,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ro.png
37527066,/coach/37527066/andres-luciano-lillini/,A. Lillini,Andrés Luciano Lillini,1974-08-13,Argentina,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/ar.png
37527821,/coach/37527821/weijian-yang/,W. Yang,Weijian Yang,1964-01-02,China PR,,https://cdn.sofifa.net/flags/cn.png
37528432,/coach/37528432/thomas-lagerlof/,T. Lagerlöf,Thomas Lagerlöf,1971-11-15,Sweden,https://cdn.sportmonks.com/images/soccer/placeholder.png,https://cdn.sofifa.net/flags/se.png
